YYYYMMDD	HSI_CLOSE
20020621	10591.86
20020624	10657.34
20020625	10608.98
20020626	10355.92
20020627	10518.09
20020628	10598.55
20020702	10491.76
20020703	10579.19
20020704	10765.58
20020705	10806.16
20020708	10803.45
20020709	10843.15
20020710	10787.54
20020711	10558.81
20020712	10648.3
20020715	10581.66
20020716	10421.49
20020717	10335.12
20020718	10452.55
20020719	10325.46
20020722	10110.25
20020723	10313.89
20020724	9971.99
20020725	9884.78
20020726	9773.12
20020729	9975.99
20020730	10155.25
20020731	10267.36
20020801	10180.02
20020802	9991.72
20020805	9862.33
20020806	9700.69
20020807	9977.74
20020808	9962.24
20020809	10014.06
20020812	9959.92
20020813	10100.06
20020814	9961.35
20020815	10219.71
20020816	10265.04
20020819	10246.96
20020820	10408.01
20020821	10402.26
20020822	10424
20020823	10245.69
20020826	10226.33
20020827	10185.52
20020828	10130.25
20020829	10061.15
20020830	10043.87
20020902	9896.98
20020903	9790.68
20020904	9820.33
20020905	9726.03
20020906	9720.86
20020909	9723.67
20020910	9885.77
20020911	9882.35
20020912	9896.33
20020913	9650.97
20020916	9505.13
20020917	9707.25
20020918	9474.07
20020919	9427.79
20020920	9328.22
20020923	9314.87
20020924	9197.68
20020925	9124.91
20020926	9270.71
20020927	9294.46
20020930	9072.21
20021002	9109.35
20021003	8984.32
20021004	9051.37
20021007	8931.4
20021008	8977.41
20021009	8977.35
20021010	8858.69
20021011	8965.73
20021015	9336.39
20021016	9459.14
20021017	9576.15
20021018	9613.07
20021021	9570.36
20021022	9548.94
20021023	9804.65
20021024	9787.49
20021025	9722.54
20021028	9853.74
20021029	9634.67
20021030	9560.46
20021031	9441.25
20021101	9407.68
20021104	9720.83
20021105	9655.36
20021106	9773.98
20021107	9844.38
20021108	9770.68
20021111	9580.88
20021112	9613.84
20021113	9616.62
20021114	9740.84
20021115	9865.65
20021118	9920.09
20021119	9965.03
20021120	9971.15
20021121	10003.54
20021122	10065.32
20021125	10100.77
20021126	9995.52
20021127	9944.59
20021128	10147.84
20021129	10069.87
20021202	10205.16
20021203	10227.01
20021204	9995.73
20021205	10009.88
20021206	9973.75
20021209	9868.48
20021210	9857.99
20021211	9784.57
20021212	9813.78
20021213	9728.43
20021216	9656.46
20021217	9715.74
20021218	9548.65
20021219	9557.86
20021220	9628.69
20021223	9570.93
20021224	9561.63
20021227	9445.26
20021230	9272.33
20021231	9321.29
20030102	9365.52
20030103	9583.85
20030106	9665.96
20030107	9652.4
20030108	9688.21
20030109	9675.41
20030110	9721.5
20030113	9834.08
20030114	9796.31
20030115	9873.49
20030116	9743.23
20030117	9614.59
20030120	9552.02
20030121	9568.47
20030122	9560.29
20030123	9584.7
20030124	9460.6
20030127	9298.67
20030128	9325.6
20030129	9240.79
20030130	9258.95
20030204	9252.71
20030205	9180.47
20030206	9126.15
20030207	9150.95
20030210	9232.14
20030211	9194.91
20030212	9314.9
20030213	9173.43
20030214	9201.76
20030217	9383.68
20030218	9397.05
20030219	9427.63
20030220	9390.48
20030221	9250.86
20030224	9239.47
20030225	9148.48
20030226	9116.28
20030227	9134.24
20030228	9122.66
20030303	9268.77
20030304	9181.89
20030305	9109.18
20030306	8962.26
20030307	8907.1
20030310	8861.87
20030311	8859.93
20030312	8874.99
20030313	8787.45
20030314	8956.17
20030317	8804.16
20030318	9041.51
20030319	9158.59
20030320	9194.56
20030321	9179.19
20030324	9108.45
20030325	9062.15
20030326	9047.09
20030327	8872.32
20030328	8863.36
20030331	8634.45
20030401	8596.89
20030402	8706.19
20030403	8648.16
20030404	8822.45
20030407	8962.21
20030408	8806.66
20030409	8636.85
20030410	8625.72
20030411	8645.65
20030414	8533.55
20030415	8632.1
20030416	8675.14
20030417	8579.14
20030422	8571.91
20030423	8519.6
20030424	8442.11
20030425	8409.01
20030428	8435.04
20030429	8744.22
20030430	8717.22
20030502	8808.18
20030505	8916.49
20030506	8889.22
20030507	8901.05
20030509	9084.16
20030512	9155.57
20030513	9119.04
20030514	9103.69
20030515	9126.07
20030516	9093.18
20030519	9087.37
20030520	9050.4
20030521	9059.8
20030522	9131.49
20030523	9303.73
20030526	9492.71
20030527	9420.81
20030528	9510.62
20030529	9508.55
20030530	9487.38
20030602	9637.53
20030603	9662.82
20030605	9639.01
20030606	9694.63
20030609	9733.51
20030610	9703.72
20030611	9662.06
20030612	9736.84
20030613	9855.64
20030616	9862.28
20030617	10030.37
20030618	9970.3
20030619	9980.11
20030620	9930.31
20030623	9734.29
20030624	9629.35
20030625	9628.99
20030626	9606.11
20030627	9657.21
20030630	9577.12
20030702	9602.62
20030703	9646.1
20030704	9636.81
20030707	9892.4
20030708	9992.87
20030709	10027.41
20030710	9983.31
20030711	9911.5
20030714	10122.4
20030715	10135.55
20030716	10207.17
20030717	10096.72
20030718	10140.84
20030721	10102.86
20030722	10008.71
20030723	9900.56
20030724	9923.14
20030725	9939.2
20030728	10134.88
20030729	10198.6
20030730	10121.22
20030731	10134.83
20030801	10248.6
20030804	10183.14
20030805	10177.38
20030806	9987.54
20030807	9958.05
20030808	9945.22
20030811	10093.54
20030812	10184.17
20030813	10301.47
20030814	10374.02
20030815	10424.56
20030818	10525.04
20030819	10509.29
20030820	10475.33
20030821	10643.63
20030822	10760.73
20030825	10764.22
20030826	10753.93
20030827	10678.55
20030828	10760.12
20030829	10908.99
20030901	10903.4
20030902	10939.94
20030903	11102.36
20030904	11138.62
20030905	11170.61
20030908	11165.28
20030909	11046.82
20030910	10810.31
20030911	10883.52
20030915	10992.73
20030916	11071.38
20030917	11140.05
20030918	11069.22
20030919	10968.42
20030922	10873.27
20030923	10944.36
20030924	11295.89
20030925	11286.52
20030926	11290.15
20030929	11141.28
20030930	11229.87
20031002	11546.12
20031003	11608.72
20031006	11734.48
20031007	11723.92
20031008	11720.8
20031009	11800.37
20031010	11935.83
20031013	11961.97
20031014	11856.02
20031015	12056.18
20031016	12027.57
20031017	12044.49
20031020	12147.89
20031021	12250.69
20031022	12238.63
20031023	11737.18
20031024	11736.37
20031027	11749.72
20031028	12091.88
20031029	12130.51
20031030	12143.35
20031031	12190.1
20031103	12386.81
20031104	12440.72
20031105	12438.92
20031106	12150.09
20031107	12215.17
20031110	12156.68
20031111	12003.62
20031112	11971.48
20031113	12227.57
20031114	12203.53
20031117	11997.02
20031118	12027.26
20031119	11872.99
20031120	11845.41
20031121	11839.8
20031124	11848.56
20031125	12008.07
20031126	12086.67
20031127	12075.99
20031128	12317.47
20031201	12456.99
20031202	12412.23
20031203	12361.18
20031204	12342.65
20031205	12314.73
20031208	12177.44
20031209	12393.64
20031210	12398.38
20031211	12554.58
20031212	12594.42
20031215	12520.17
20031216	12260.33
20031217	12193.12
20031218	12240.25
20031219	12371.75
20031222	12487.99
20031223	12420.51
20031224	12456.7
20031229	12464.29
20031230	12526.74
20031231	12575.94
20040102	12801.48
20040105	13005.33
20040106	13036.32
20040107	13157.68
20040108	13203.59
20040109	13385.8
20040112	13352.22
20040113	13396.65
20040114	13320.88
20040115	13249.81
20040116	13167.76
20040119	13253.31
20040120	13570.43
20040121	13750.58
20040126	13727.27
20040127	13761.88
20040128	13431.78
20040129	13334.01
20040130	13289.37
20040202	12999.98
20040203	13090.01
20040204	13086.73
20040205	13030.94
20040206	13309.6
20040209	13576.68
20040210	13515.66
20040211	13524.76
20040212	13625.13
20040213	13739.8
20040216	13831.53
20040217	13815.44
20040218	13928.38
20040219	13867.22
20040220	13868.37
20040223	13765.07
20040224	13756.41
20040225	13599.47
20040226	13674.64
20040227	13907.03
20040301	13918.65
20040302	13731.35
20040303	13454.09
20040304	13451.56
20040305	13454.76
20040308	13573.54
20040309	13397.25
20040310	13214.2
20040311	13024.06
20040312	12932.23
20040315	12919.41
20040316	12932.62
20040317	12975.72
20040318	12816.19
20040319	12790.58
20040322	12550.91
20040323	12588.36
20040324	12678.13
20040325	12520.21
20040326	12483.24
20040329	12427.34
20040330	12641.39
20040331	12681.67
20040401	12676.25
20040402	12731.76
20040406	12886.97
20040407	12920.05
20040408	12909.37
20040413	13031.81
20040414	12669.86
20040415	12479.26
20040416	12458.38
20040419	12450
20040420	12394.37
20040421	12227.3
20040422	12167.7
20040423	12383.94
20040426	12132.68
20040427	12154.91
20040428	12165.31
20040429	12005.58
20040430	11942.96
20040503	11950.62
20040504	12098.3
20040505	11950.46
20040506	12010.31
20040507	11910.76
20040510	11485.5
20040511	11508.09
20040512	11528.18
20040513	11396.94
20040514	11276.86
20040517	10967.65
20040518	11072.39
20040519	11469.41
20040520	11339.62
20040521	11576.01
20040524	11662.97
20040525	11692.56
20040527	11983.9
20040528	12116.87
20040531	12198.24
20040601	12105.55
20040602	12201.75
20040603	11929.93
20040604	12022.64
20040607	12326.85
20040608	12344.16
20040609	12339.94
20040610	12422.87
20040611	12396.39
20040614	12076.57
20040615	12050.69
20040616	12161.78
20040617	12082.86
20040618	11855.55
20040621	11845.59
20040623	11849.77
20040624	12163.68
20040625	12185.52
20040628	12194.6
20040629	12116.3
20040630	12285.75
20040702	12220.13
20040705	12252.11
20040706	12284.08
20040707	12320.26
20040708	12119.75
20040709	12202.26
20040712	12191.01
20040713	12078.33
20040714	11932.83
20040715	11939.41
20040716	12059.2
20040719	12166.95
20040720	12123.63
20040721	12395.11
20040722	12320.21
20040723	12352.99
20040726	12319.83
20040727	12301.32
20040728	12320.27
20040729	12183.1
20040730	12238.03
20040802	12201.39
20040803	12357.12
20040804	12280.26
20040805	12491.92
20040806	12478.68
20040809	12467.41
20040810	12408.04
20040811	12343.13
20040812	12413.43
20040813	12359.83
20040816	12219.75
20040817	12256.12
20040818	12228.54
20040819	12396.67
20040820	12376.9
20040823	12431.77
20040824	12646.49
20040825	12793.03
20040826	12784.39
20040827	12818.42
20040830	12877.78
20040831	12850.28
20040901	13023.87
20040902	12999.07
20040903	12948.1
20040906	13104.34
20040907	13136.04
20040908	13049.96
20040909	12942.2
20040910	13003.99
20040913	13139.57
20040914	13148.06
20040915	13084.4
20040916	13209.84
20040917	13224.93
20040920	13221.33
20040921	13304.48
20040922	13272.23
20040923	13280.43
20040924	13066.84
20040927	13021.9
20040928	12950.8
20040930	13120.03
20041004	13359.25
20041005	13331.1
20041006	13271.57
20041007	13321.73
20041008	13241.46
20041011	13305.13
20041012	13251.59
20041013	13171.58
20041014	13035.38
20041015	13059.43
20041018	13034.74
20041019	13154.55
20041020	12999.13
20041021	13015.2
20041025	12818.1
20041026	12852.35
20041027	12838.71
20041028	13113.15
20041029	13054.66
20041101	13094.25
20041102	13308.74
20041103	13397.67
20041104	13369.09
20041105	13494.95
20041108	13561.49
20041109	13516.67
20041110	13672.37
20041111	13624.51
20041112	13784.46
20041115	13932.22
20041116	13746.08
20041117	13824.98
20041118	13799.82
20041119	13787.68
20041122	13800.6
20041123	14023.29
20041124	13997.02
20041125	13926.61
20041126	13895.03
20041129	14066.91
20041130	14060.05
20041201	14162.8
20041202	14261.79
20041203	14211.84
20041206	14256.86
20041207	14235.78
20041208	14022.32
20041209	14008.82
20041210	13901.81
20041213	13886.16
20041214	14043.52
20041215	14078.54
20041216	14024.63
20041217	13992.44
20041220	14214.04
20041221	14180.79
20041222	14151.08
20041223	14235.3
20041224	14194.9
20041228	14196.95
20041229	14266.38
20041230	14163.55
20041231	14230.14
20050103	14237.42
20050104	14045.9
20050105	13764.36
20050106	13712.04
20050107	13574.86
20050110	13531.39
20050111	13509.25
20050112	13565.31
20050113	13573.28
20050114	13494.78
20050117	13621.65
20050118	13604.22
20050119	13678.63
20050120	13543.59
20050121	13481.02
20050124	13386.99
20050125	13584.06
20050126	13623.68
20050127	13628.91
20050128	13650.06
20050131	13721.69
20050201	13578.26
20050202	13555.8
20050203	13515.33
20050204	13585.17
20050207	13795
20050208	13845.63
20050214	14017.23
20050215	13995.83
20050216	14015.49
20050217	13967.82
20050218	14087.87
20050221	14111.65
20050222	14090.52
20050223	13957.94
20050224	14060.91
20050225	14157.09
20050228	14195.35
20050301	14061.15
20050302	13850.78
20050303	13892.37
20050304	13730.78
20050307	13771.95
20050308	13881.71
20050309	13941.47
20050310	13856.02
20050311	13890.93
20050314	13906.85
20050315	13816.75
20050316	13832.52
20050317	13817.99
20050318	13828.37
20050321	13834.35
20050322	13776.47
20050323	13603.61
20050324	13597.1
20050329	13411.88
20050330	13425.75
20050331	13516.88
20050401	13491.35
20050404	13513.41
20050406	13562.26
20050407	13602.35
20050408	13666.72
20050411	13659.93
20050412	13658.05
20050413	13799.62
20050414	13772.4
20050415	13638.75
20050418	13355.23
20050419	13444.09
20050420	13501.63
20050421	13597.31
20050422	13693.55
20050425	13750.23
20050426	13859.58
20050427	13839.64
20050428	13909.42
20050429	13908.97
20050503	13893.98
20050504	13945.05
20050505	14061.7
20050506	14033.96
20050509	14085.09
20050510	14018.38
20050511	13939.8
20050512	13968.28
20050513	13866.81
20050517	13667.03
20050518	13627.01
20050519	13698.93
20050520	13717.42
20050523	13699.13
20050524	13719.32
20050525	13562.06
20050526	13569.99
20050527	13714.78
20050530	13845.1
20050531	13867.07
20050601	13873.07
20050602	13814.58
20050603	13818.45
20050606	13860.55
20050607	13837.29
20050608	13898.55
20050609	13898.31
20050610	13934.76
20050613	13952.02
20050614	13904.81
20050615	13914.3
20050616	13833.53
20050617	13912.03
20050620	13945.77
20050621	13979.35
20050622	14161.02
20050623	14190.44
20050624	14230.29
20050627	14176.04
20050628	14287.44
20050629	14277.28
20050630	14201.06
20050704	14177.87
20050705	14124.8
20050706	14149.93
20050707	14030.81
20050708	13964.47
20050711	14157.24
20050712	14146.95
20050713	14307.3
20050714	14491.54
20050715	14504.29
20050718	14567
20050719	14567.74
20050720	14602.7
20050721	14620.14
20050722	14786.46
20050725	14794.03
20050726	14769.93
20050727	14801.86
20050728	14813.32
20050729	14880.98
20050801	14978.88
20050802	15137.08
20050803	15118.5
20050804	15111.54
20050805	15051.32
20050808	15108.94
20050809	15047.84
20050810	15346.41
20050811	15445.2
20050812	15450.95
20050815	15466.06
20050816	15443.62
20050817	15449.58
20050818	15148.09
20050819	15038.61
20050822	15218.63
20050823	14973.89
20050824	14873.85
20050825	14889.1
20050826	14982.89
20050829	14836.97
20050830	14922.22
20050831	14903.55
20050901	15143.75
20050902	15221.89
20050905	15227.83
20050906	15160.78
20050907	15224.57
20050908	15166.17
20050909	15165.77
20050912	15199.79
20050913	15070.56
20050914	15086.62
20050915	15041.02
20050916	14983.2
20050920	15241.86
20050921	15223.62
20050922	15179.95
20050923	15143.97
20050926	15274.31
20050927	15189.88
20050928	15221.46
20050929	15431.25
20050930	15428.52
20051003	15394.39
20051004	15382.21
20051005	15161.03
20051006	14839.3
20051007	14847.79
20051010	14898.77
20051012	14575.02
20051013	14621.83
20051014	14485.88
20051017	14541.35
20051018	14597.4
20051019	14372.76
20051020	14408.94
20051021	14487.85
20051024	14402.35
20051025	14424.88
20051026	14458.14
20051027	14381.06
20051028	14215.83
20051031	14386.37
20051101	14572.26
20051102	14597.48
20051103	14601.59
20051104	14585.79
20051107	14365.79
20051108	14403.2
20051109	14597.55
20051110	14633.33
20051111	14740.6
20051114	14629.49
20051115	14627.41
20051116	14650.54
20051117	14787.98
20051118	14883.32
20051121	14885.57
20051122	14885.65
20051123	15062.35
20051124	15084.39
20051125	15081.47
20051128	15100
20051129	15028.76
20051130	14937.14
20051201	15068.03
20051202	15200.38
20051205	15158.82
20051206	14990.61
20051207	15134.95
20051208	14879.16
20051209	14910.51
20051212	14984.4
20051213	14942.62
20051214	14976.26
20051215	15059.02
20051216	15029.81
20051219	15182.89
20051220	15169.17
20051221	15221.42
20051222	15182.53
20051223	15183.58
20051228	15101.54
20051229	15045.59
20051230	14876.43
20060103	14944.77
20060104	15200.06
20060105	15271.13
20060106	15344.44
20060109	15547.43
20060110	15569.91
20060111	15650.88
20060112	15719.37
20060113	15787.97
20060116	15777.72
20060117	15576.2
20060118	15481.21
20060119	15670.42
20060120	15662.08
20060123	15464.77
20060124	15530.57
20060125	15520.39
20060126	15520.07
20060127	15753.14
20060201	15742.3
20060202	15691.69
20060203	15429.73
20060206	15548.06
20060207	15517.01
20060208	15373.44
20060209	15413.43
20060210	15425.95
20060213	15312.09
20060214	15420.32
20060215	15423.26
20060216	15450.88
20060217	15475.69
20060220	15598.67
20060221	15627.24
20060222	15635.72
20060223	15812.53
20060224	15856.05
20060227	15949.89
20060228	15918.48
20060301	15818.09
20060302	15882.45
20060303	15802
20060306	15811.83
20060307	15602.36
20060308	15493.09
20060309	15510.13
20060310	15445.05
20060313	15542.07
20060314	15519.76
20060315	15720.36
20060316	15729.04
20060317	15801.66
20060320	15929.95
20060321	15922.75
20060322	15642.81
20060323	15771.17
20060324	15716.46
20060327	15815.87
20060328	15856.58
20060329	15745.11
20060330	15880.69
20060331	15805.04
20060403	16063.75
20060404	16100.09
20060405	16100.09
20060406	16411.13
20060407	16471.78
20060410	16521.59
20060411	16475.81
20060412	16310.76
20060413	16429.45
