YYYYMMDD	HSI_CLOSE
20060418	16637.53
20060419	16830.44
20060420	16944.34
20060421	16912.15
20060424	16705.67
20060425	16577.77
20060426	16672.66
20060427	16742.85
20060428	16661.3
20060502	16868.04
20060503	17026.98
20060504	17013.93
20060508	17301.79
20060509	17133.99
20060510	17080.59
20060511	17140.78
20060512	16901.85
20060515	16494.84
20060516	16393.11
20060517	16615.55
20060518	16266.52
20060519	16313.36
20060522	15805.52
20060523	15864.56
20060524	15822.64
20060525	15696.89
20060526	15895.1
20060529	15963.77
20060530	15857.89
20060601	15645.27
20060602	15912.71
20060605	16016.23
20060606	15973.11
20060607	15816.55
20060608	15450.11
20060609	15628.69
20060612	15621.44
20060613	15234.42
20060614	15247.92
20060615	15435.08
20060616	15842.65
20060619	15768.86
20060620	15608.97
20060621	15659.36
20060622	15826.7
20060623	15808.81
20060626	15804.81
20060627	15774.7
20060628	15742.66
20060629	15865.22
20060630	16267.62
20060703	16326.66
20060704	16368.98
20060705	16267.18
20060706	16440.99
20060707	16459.78
20060710	16603.81
20060711	16490.13
20060712	16522.21
20060713	16305.48
20060714	16135.71
20060717	16064.82
20060718	16043.94
20060719	16097.54
20060720	16472.62
20060721	16464.18
20060724	16480.59
20060725	16583.86
20060726	16617.24
20060727	16916.77
20060728	16955.04
20060731	16971.34
20060801	16911.37
20060802	17032.75
20060803	17048.42
20060804	16887.8
20060807	16953.55
20060808	17048.2
20060809	17346.58
20060810	17222.14
20060811	17249.95
20060814	17290.01
20060815	17274.07
20060816	17451.03
20060817	17373.05
20060818	17330.7
20060821	17007.88
20060822	17149.75
20060823	17088.39
20060824	16883.04
20060825	16955.45
20060828	16922.29
20060829	17083.28
20060830	17284.71
20060831	17392.27
20060901	17423.72
20060904	17513.88
20060905	17438.8
20060906	17258.51
20060907	17096.44
20060908	17145.76
20060911	16948.59
20060912	17075.4
20060913	17210.04
20060914	17183.45
20060915	17237.65
20060918	17387.21
20060919	17346.7
20060920	17512.96
20060921	17619.97
20060922	17600.65
20060925	17546.04
20060926	17308.08
20060927	17521.51
20060928	17530.57
20060929	17543.05
20061002	17543.05
20061003	17606.53
20061004	17629.21
20061005	17907.67
20061006	17903.39
20061009	17675.24
20061010	17823.7
20061011	17862.79
20061012	17873.09
20061013	17988.86
20061016	18010.2
20061017	18014.84
20061018	18048.09
20061019	17986.97
20061020	18113.55
20061023	18089.85
20061024	18153.41
20061025	18157.94
20061026	18353.74
20061027	18297.55
20061030	18297.55
20061031	18324.35
20061101	18453.65
20061102	18714.78
20061103	18749.69
20061106	18936.55
20061107	18939.31
20061108	18811.24
20061109	18952.86
20061110	18891.14
20061113	18868.54
20061114	18878.42
20061115	19093
20061116	19154.07
20061117	19182.71
20061120	18954.63
20061121	19008.3
20061122	19250.79
20061123	19265.32
20061124	19260.3
20061127	19204.01
20061128	18639.53
20061129	18780.93
20061130	18960.48
20061201	18690.82
20061204	18702.73
20061205	18944.19
20061206	19026.36
20061207	18842.99
20061208	18739.99
20061211	18924.66
20061212	18907.17
20061213	18718.19
20061214	18919.4
20061215	19110.65
20061218	19192.91
20061219	18964.55
20061220	19240.12
20061221	19222.84
20061222	19320.52
20061227	19725.73
20061228	20001.91
20061229	19964.72
20070102	20310.18
20070103	20413.39
20070104	20025.58
20070105	20211.28
20070108	20029.66
20070109	19898.08
20070110	19568.34
20070111	19385.37
20070112	19613.41
20070115	20068.56
20070116	20027.95
20070117	20064.57
20070118	20277.51
20070119	20327.72
20070122	20772.22
20070123	20769.7
20070124	20821.05
20070125	20669.83
20070126	20281.13
20070129	20236.68
20070130	20460.46
20070131	20106.42
20070201	20430.16
20070202	20563.68
20070205	20455.62
20070206	20655.2
20070207	20679.69
20070208	20735.05
20070209	20677.66
20070212	20593.41
20070213	20132.25
20070214	20209.91
20070215	20538.42
20070216	20567.91
20070219	20567.91
20070221	20651.42
20070222	20809.23
20070223	20711.65
20070226	20507.95
20070227	20147.87
20070228	19651.51
20070301	19346.6
20070302	19442.01
20070305	18664.88
20070306	19058.56
20070307	18918.64
20070308	19175.17
20070309	19134.88
20070312	19442.42
20070313	19333.14
20070314	18836.93
20070315	18969.44
20070316	18953.5
20070319	19266.74
20070320	19356.9
20070321	19516.41
20070322	19690.25
20070323	19692.64
20070326	19765.85
20070327	19706.79
20070328	19553.87
20070329	19821.78
20070330	19800.93
20070402	19809.7
20070403	20002.7
20070404	20209.71
20070410	20347.87
20070411	20449.43
20070412	20380.21
20070413	20340.97
20070416	20757.53
20070417	20788.61
20070418	20777.09
20070419	20299.71
20070420	20566.59
20070423	20556.57
20070424	20572.8
20070425	20536.78
20070426	20667.29
20070427	20526.5
20070430	20318.98
20070501	20318.98
20070502	20388.49
20070503	20681.58
20070504	20841.08
20070507	20896.64
20070508	20706.35
20070509	20844.78
20070510	20746.27
20070511	20468.21
20070514	20979.24
20070515	20868.15
20070516	20937.26
20070517	20994.61
20070518	20904.84
20070521	20927.75
20070522	20843.92
20070523	20798.97
20070524	20798.97
20070525	20520.66
20070528	20529.76
20070529	20469.59
20070530	20293.76
20070531	20634.47
20070601	20602.87
20070604	20729.59
20070605	20842.15
20070606	20818.61
20070607	20800.16
20070608	20509.15
20070611	20615.49
20070612	20636.39
20070613	20578.75
20070614	20867.26
20070615	21017.05
20070618	21582.89
20070619	21582.89
20070620	21684.67
20070621	21954.67
20070622	21999.91
20070625	21822.35
20070626	21803.57
20070627	21705.56
20070628	21938.22
20070629	21772.73
20070703	22151.14
20070704	22218.55
20070705	22252.99
20070706	22531.74
20070709	22817.43
20070710	22885.84
20070711	22607.02
20070712	22809.02
20070713	23099.29
20070716	22953.94
20070717	23057.3
20070718	22841.92
20070719	23016.2
20070720	23291.9
20070723	23365.56
20070724	23472.88
20070725	23362.18
20070726	23211.69
20070727	22570.41
20070730	22739.9
20070731	23184.94
20070801	22455.36
20070802	22443.25
20070803	22538.44
20070806	21936.73
20070807	21907.99
20070808	22536.67
20070809	22439.36
20070810	21792.71
20070813	21891.1
20070814	22007.32
20070815	21375.72
20070816	20672.39
20070817	20387.13
20070820	21595.63
20070821	21729.35
20070822	22346.88
20070823	22966.97
20070824	22921.89
20070827	23577.73
20070828	23363.76
20070829	23020.6
20070830	23484.54
20070831	23984.14
20070903	23904.09
20070904	23886.07
20070905	24069.17
20070906	24050.4
20070907	23982.61
20070910	23999.7
20070911	23952.24
20070912	24310.14
20070913	24537.02
20070914	24898.11
20070917	24599.34
20070918	24576.85
20070919	25554.64
20070920	25701.13
20070921	25843.78
20070924	26551.94
20070925	26430.29
20070926	26430.29
20070927	27065.15
20070928	27142.47
20071001	27142.47
20071002	28199.75
20071003	27479.94
20071004	26973.98
20071005	27831.52
20071008	27770.29
20071009	28228.04
20071010	28569.33
20071011	29133.02
20071012	28838.37
20071015	29540.78
20071016	28954.55
20071017	29298.71
20071018	29465.05
20071019	29465.05
20071022	28373.63
20071023	29376.86
20071024	29333.53
20071025	29854.49
20071026	30405.22
20071029	31586.9
20071030	31638.22
20071031	31352.58
20071101	31492.88
20071102	30468.34
20071105	28942.32
20071106	29438.13
20071107	29708.93
20071108	28760.22
20071109	28783.41
20071112	27665.73
20071113	27803.35
20071114	29166.01
20071115	28751.21
20071116	27614.43
20071119	27460.17
20071120	27771.21
20071121	26618.19
20071122	26004.92
20071123	26541.09
20071126	27626.62
20071127	27210.21
20071128	27371.24
20071129	28482.54
20071130	28643.61
20071203	28658.42
20071204	28879.59
20071205	29345.45
20071206	29558.92
20071207	28842.47
20071210	28501.1
20071211	29226.84
20071212	28521.06
20071213	27744.45
20071214	27563.64
20071217	26596.58
20071218	26732.87
20071219	27029.26
20071220	27017.09
20071221	27626.92
20071224	28128.8
20071227	27842.93
20071228	27370.6
20071231	27812.65
20080102	27560.52
20080103	26887.28
20080104	27519.69
20080107	27179.49
20080108	27112.9
20080109	27615.85
20080110	27230.86
20080111	26867.01
20080114	26468.13
20080115	25837.78
20080116	24450.85
20080117	25114.98
20080118	25201.87
20080121	23818.86
20080122	21757.63
20080123	24090.17
20080124	23539.27
20080125	25122.37
20080128	24053.61
20080129	24291.8
20080130	23653.69
20080131	23455.74
20080201	24123.58
20080204	25032.08
20080205	24808.7
20080206	23469.46
20080211	22616.11
20080212	22921.67
20080213	23169.55
20080214	24021.68
20080215	24148.43
20080219	24123.17
20080220	23590.58
20080221	23623
20080222	23305.04
20080225	23269.14
20080226	23714.75
20080227	24483.84
20080228	24591.69
20080229	24331.67
20080303	23584.97
20080304	23119.87
20080305	23114.34
20080306	23342.73
20080307	22501.33
20080310	22705.05
20080311	22995.35
20080312	23422.76
20080313	22301.64
20080314	22237.11
20080317	21084.61
20080318	21384.61
20080319	21866.94
20080320	21108.22
20080324	21108.22
20080325	22464.52
20080326	22617.01
20080327	22664.22
20080328	23285.95
20080331	22849.2
20080401	23137.46
20080402	23872.43
20080403	24264.63
20080404	24264.63
20080407	24578.76
20080408	24311.69
20080409	23984.57
20080410	24187.1
20080411	24667.79
20080414	23811.2
20080415	23901.33
20080416	23878.35
20080417	24258.96
20080418	24197.78
20080421	24721.67
20080422	24939.15
20080423	25289.24
20080424	25680.78
20080425	25516.78
20080428	25666.29
20080429	25914.15
20080430	25755.35
20080501	25755.35
20080502	26241.02
20080505	26183.95
20080506	26262.13
20080507	25610.21
20080508	25449.79
20080509	25063.17
20080512	25063.17
20080513	25552.77
20080514	25533.48
20080515	25513.71
20080516	25618.86
20080519	25742.23
20080520	25169.46
20080521	25460.29
20080522	25043.12
20080523	24714.07
20080526	24127.31
20080527	24282.04
20080528	24249.51
20080529	24383.99
20080530	24533.12
20080602	24831.36
20080603	24375.76
20080604	24123.25
20080605	24255.29
20080606	24402.18
20080610	23375.52
20080611	23327.6
20080612	23023.86
20080613	22592.3
20080616	23029.69
20080617	23057.99
20080618	23325.8
20080619	22797.61
20080620	22745.6
20080623	22714.96
20080624	22456.02
20080625	22635.16
20080626	22455.67
20080627	22042.35
20080630	22102.01
20080702	21704.45
20080703	21242.78
20080704	21423.82
20080707	21913.06
20080708	21220.81
20080709	21805.81
20080710	21821.78
20080711	22184.55
20080714	22014.46
20080715	21174.77
20080716	21223.5
20080717	21734.72
20080718	21874.19
20080721	22532.9
20080722	22527.48
20080723	23134.55
20080724	23087.72
20080725	22740.71
20080728	22687.21
20080729	22258
20080730	22690.6
20080731	22731.1
20080801	22862.6
20080804	22514.92
20080805	21949.75
20080807	22104.2
20080808	21885.21
20080811	21859.34
20080812	21640.89
20080813	21293.32
20080814	21392.71
20080815	21160.58
20080818	20930.67
20080819	20484.37
20080820	20931.26
20080821	20392.06
20080822	20392.06
20080825	21104.79
20080826	21056.66
20080827	21464.72
20080828	20972.29
20080829	21261.89
20080901	20906.31
20080902	21042.46
20080903	20585.06
20080904	20389.48
20080905	19933.28
20080908	20794.27
20080909	20491.11
20080910	19999.78
20080911	19388.72
20080912	19352.9
20080916	18300.61
20080917	17637.19
20080918	17632.46
20080919	19327.73
20080922	19632.2
20080923	18872.85
20080924	18961.99
20080925	18934.43
20080926	18682.09
20080929	17880.68
20080930	18016.21
20081002	18211.11
20081003	17682.4
20081006	16803.76
20081007	16803.76
20081008	15431.73
20081009	15943.24
20081010	14796.87
20081013	16312.16
20081014	16832.88
20081015	15998.3
20081016	15230.52
20081017	14554.21
20081020	15323.01
20081021	15041.17
20081022	14266.6
20081023	13760.49
20081024	12618.38
20081027	11015.84
20081028	12596.29
20081029	12702.07
20081030	14329.85
20081031	13968.67
20081103	14344.37
20081104	14384.34
20081105	14840.16
20081106	13790.04
20081107	14243.43
20081110	14744.63
20081111	14040.9
20081112	13939.09
20081113	13221.35
20081114	13542.66
20081117	13529.53
20081118	12915.89
20081119	12815.8
20081120	12298.56
20081121	12659.2
20081124	12457.94
20081125	12878.6
20081126	13369.45
20081127	13552.06
20081128	13888.24
20081201	14108.84
20081202	13405.85
20081203	13588.66
20081204	13509.78
20081205	13846.09
20081208	15044.87
20081209	14753.22
20081210	15577.74
20081211	15613.9
20081212	14758.39
20081215	15046.95
20081216	15130.21
20081217	15460.52
20081218	15497.81
20081219	15127.51
20081222	14622.39
20081223	14220.79
20081224	14184.14
20081226	14184.14
20081229	14328.48
20081230	14235.5
20081231	14387.48
20090102	15042.81
20090105	15563.31
20090106	15509.51
20090107	14987.46
20090108	14415.91
20090109	14377.44
20090112	13971
20090113	13668.05
20090114	13704.61
20090115	13242.96
20090116	13255.51
20090119	13339.99
20090120	12959.77
20090121	12583.63
20090122	12657.99
20090123	12578.6
20090129	13154.43
20090130	13278.21
20090202	12861.49
20090203	12776.89
20090204	13063.89
20090205	13178.9
20090206	13655.04
20090209	13769.06
20090210	13880.64
20090211	13539.21
20090212	13228.3
20090213	13554.67
20090216	13455.88
20090217	12945.4
20090218	13016
20090219	13023.36
20090220	12699.17
20090223	13175.1
20090224	12798.52
20090225	13005.08
20090226	12894.94
20090227	12811.57
20090302	12317.46
20090303	12033.88
20090304	12331.15
20090305	12211.24
20090306	11921.52
20090309	11344.58
20090310	11694.05
20090311	11930.66
20090312	12001.53
20090313	12525.8
20090316	12976.71
20090317	12878.09
20090318	13117.17
20090319	13130.92
20090320	12833.51
20090323	13447.42
20090324	13910.34
20090325	13622.11
20090326	14108.98
20090327	14119.5
20090330	13456.33
20090331	13576.02
20090401	13519.54
20090402	14521.97
20090403	14545.69
20090406	14998.04
20090407	14928.97
20090408	14474.86
20090409	14901.41
20090413	14901.41
20090414	15580.16
20090415	15669.62
20090416	15582.99
20090417	15601.27
20090420	15750.91
20090421	15285.89
20090422	14878.45
20090423	15214.46
20090424	15258.85
20090427	14840.42
20090428	14555.11
20090429	14956.95
20090430	15520.99
20090501	15520.99
20090504	16381.05
20090505	16430.08
20090506	16834.57
20090507	17217.89
20090508	17389.87
20090511	17087.95
20090512	17153.64
20090513	17059.62
20090514	16541.69
20090515	16790.7
20090518	17022.91
20090519	17544.03
20090520	17475.84
20090521	17199.49
20090522	17062.52
20090525	17121.82
20090526	16991.56
20090527	17885.27
20090529	18171
20090601	18888.59
20090602	18389.08
20090603	18576.47
20090604	18502.77
20090605	18679.53
20090608	18253.39
20090609	18058.49
20090610	18785.66
20090611	18791.03
20090612	18889.68
20090615	18498.96
20090616	18165.5
20090617	18084.6
20090618	17776.66
20090619	17920.93
20090622	18059.55
20090623	17538.37
20090624	17892.15
20090625	18275.03
20090626	18600.26
20090629	18528.51
20090630	18378.73
20090702	18178.05
20090703	18203.4
20090706	17979.41
20090707	17862.27
20090708	17721.07
20090709	17790.59
20090710	17708.42
20090713	17254.63
20090714	17885.73
20090715	18258.66
20090716	18361.87
20090717	18805.66
20090720	19502.37
20090721	19501.73
20090722	19248.17
20090723	19817.7
20090724	19982.79
20090727	20251.62
20090728	20624.54
20090729	20135.5
20090730	20234.08
20090731	20573.33
20090803	20807.26
20090804	20796.43
20090805	20494.77
20090806	20899.24
20090807	20375.37
20090810	20929.52
20090811	21074.21
20090812	20435.24
20090813	20861.3
20090814	20893.33
20090817	20137.65
20090818	20306.27
20090819	19954.23
20090820	20328.86
20090821	20199.02
20090824	20535.94
20090825	20435.24
20090826	20456.32
20090827	20242.75
20090828	20098.62
20090831	19724.19
20090901	19872.3
20090902	19522
20090903	19761.68
20090904	20318.62
20090907	20629.31
20090908	21069.81
20090909	20851.04
20090910	21069.56
20090911	21161.42
20090914	20932.2
20090915	20866.37
20090916	21402.92
20090917	21768.51
20090918	21623.45
20090921	21472.85
20090922	21701.14
20090923	21595.52
20090924	21050.73
20090925	21024.4
20090928	20588.41
20090929	21013.17
20090930	20955.25
20091001	20955.25
20091002	20375.49
20091005	20429.07
20091006	20811.53
20091007	21241.59
20091008	21492.9
20091009	21499.44
20091012	21299.35
20091013	21467.36
20091014	21886.48
20091015	21999.08
20091016	21929.9
20091019	22200.46
20091020	22384.96
20091021	22318.11
20091022	22210.52
20091023	22589.73
20091026	22589.73
20091027	22169.59
20091028	21761.58
20091029	21264.99
20091030	21752.87
20091102	21620.19
20091103	21240.06
20091104	21614.77
20091105	21479.08
20091106	21829.72
20091109	22207.55
20091110	22268.16
20091111	22627.21
20091112	22397.57
20091113	22553.63
20091116	22943.98
20091117	22914.15
20091118	22840.33
20091119	22643.16
20091120	22455.84
20091123	22771.39
20091124	22423.14
20091125	22611.8
20091126	22210.41
20091127	21134.5
20091130	21821.5
20091201	22113.15
20091202	22289.57
20091203	22553.87
20091204	22498.15
20091207	22324.96
20091208	22060.52
20091209	21741.76
20091210	21700.04
20091211	21902.11
20091214	22085.75
20091215	21813.92
20091216	21611.74
20091217	21347.63
20091218	21175.88
20091221	20948.1
20091222	21092.04
20091223	21328.74
20091224	21517
20091228	21480.22
20091229	21499.44
20091230	21496.62
20091231	21872.5
20100104	21823.28
20100105	22279.58
20100106	22416.67
20100107	22269.45
20100108	22296.75
20100111	22411.52
20100112	22326.64
20100113	21748.6
20100114	21716.95
20100115	21654.16
20100118	21460.01
20100119	21677.98
20100120	21286.17
20100121	20862.67
20100122	20726.18
20100125	20598.55
20100126	20109.33
20100127	20033.07
20100128	20356.37
20100129	20121.99
20100201	20243.75
20100202	20272.18
20100203	20722.08
20100204	20341.64
20100205	19665.08
20100208	19550.89
20100209	19790.28
20100210	19922.22
20100211	20290.69
20100212	20268.69
20100217	20534.01
20100218	20422.15
20100219	19894.02
20100222	20377.27
20100223	20623
20100224	20467.74
20100225	20399.57
20100226	20608.7
20100301	21056.93
20100302	20906.11
20100303	20876.79
20100304	20575.78
20100305	20787.97
20100308	21196.87
20100309	21207.55
20100310	21208.29
20100311	21228.2
20100312	21209.74
20100315	21079.1
20100316	21022.93
20100317	21384.49
20100318	21330.67
20100319	21370.82
20100322	20933.25
20100323	20987.78
20100324	21008.62
20100325	20778.55
20100326	21053.11
20100329	21237.43
20100330	21374.79
20100331	21239.35
20100401	21537
20100405	21537
20100406	21537
20100407	21928.77
20100408	21867.04
20100409	22208.5
20100412	22138.17
20100413	22103.53
20100414	22121.43
20100415	22157.82
20100416	21865.26
20100419	21405.17
20100420	21623.38
20100421	21510.93
20100422	21454.94
20100423	21244.49
20100426	21587.06
20100427	21261.79
20100428	20949.4
20100429	20778.92
20100430	21108.59
20100503	20811.36
20100504	20763.05
20100505	20327.54
20100506	20133.41
20100507	19920.29
20100510	20426.64
20100511	20146.51
20100512	20212.49
20100513	20422.46
20100514	20145.43
20100517	19715.2
20100518	19944.94
20100519	19578.98
20100520	19545.83
20100524	19667.76
20100525	18985.5
20100526	19196.45
20100527	19431.37
20100528	19766.71
20100531	19765.19
20100601	19496.95
20100602	19471.8
20100603	19786.71
20100604	19780.07
20100607	19378.15
20100608	19487.48
20100609	19621.24
20100610	19632.7
20100611	19872.38
20100614	20051.91
20100615	20062.15
20100617	20138.4
20100618	20286.71
20100621	20912.18
20100622	20819.08
20100623	20856.61
20100624	20733.49
20100625	20690.79
20100628	20726.68
20100629	20248.9
20100630	20128.99
20100701	20128.99
20100702	19905.32
20100705	19842.2
20100706	20084.12
20100707	19857.07
20100708	20050.56
20100709	20378.66
20100712	20467.43
20100713	20431.06
20100714	20560.81
20100715	20255.62
20100716	20250.16
20100719	20090.95
20100720	20264.59
20100721	20487.23
20100722	20589.7
20100723	20815.33
20100726	20839.91
20100727	20973.39
20100728	21091.18
20100729	21093.82
20100730	21029.81
20100802	21412.79
20100803	21457.66
20100804	21549.88
20100805	21551.72
20100806	21678.8
20100809	21801.59
20100810	21473.6
20100811	21294.54
20100812	21105.71
20100813	21071.57
20100816	21112.12
20100817	21137.43
20100818	21022.73
20100819	21072.46
20100820	20981.82
20100823	20889.01
20100824	20658.71
20100825	20634.98
20100826	20612.06
20100827	20597.35
20100830	20737.22
20100831	20536.49
20100901	20623.83
20100902	20868.92
20100903	20971.5
20100906	21355.77
20100907	21401.79
20100908	21088.86
20100909	21167.27
20100910	21257.39
20100913	21658.35
20100914	21696.04
20100915	21725.64
20100916	21691.45
20100917	21970.86
20100920	21977.34
20100921	22002.59
20100922	22047.71
20100924	22119.43
20100927	22340.84
20100928	22109.95
20100929	22378.67
20100930	22358.17
20101004	22618.66
20101005	22639.14
20101006	22880.41
20101007	22884.32
20101008	22944.18
20101011	23207.31
20101012	23121.7
20101013	23457.69
20101014	23852.17
20101015	23757.63
20101018	23469.38
20101019	23763.73
20101020	23556.5
20101021	23649.48
20101022	23517.54
20101025	23627.91
20101026	23601.24
20101027	23164.58
20101028	23210.86
20101029	23096.32
20101101	23652.94
20101102	23671.42
20101103	24144.67
20101104	24535.63
20101105	24876.82
20101108	24964.37
20101109	24710.6
20101110	24500.61
20101111	24700.3
20101112	24222.58
20101115	24027.18
20101116	23693.02
20101117	23214.46
20101118	23637.39
20101119	23605.71
20101122	23524.02
20101123	22896.14
20101124	23023.86
20101125	23054.68
20101126	22877.25
20101129	23166.22
20101130	23007.99
20101201	23249.8
20101202	23448.78
20101203	23320.52
20101206	23237.69
20101207	23428.15
20101208	23092.52
20101209	23171.8
20101210	23162.91
20101213	23317.61
20101214	23431.19
20101215	22975.35
20101216	22668.78
20101217	22714.85
20101220	22639.08
20101221	22993.86
20101222	23045.19
20101223	22902.97
20101224	22833.8
20101227	22833.8
20101228	22621.73
20101229	22969.3
20101230	22999.34
20101231	23035.45
20110103	23436.05
20110104	23668.48
20110105	23757.82
20110106	23786.3
20110107	23686.63
20110110	23527.26
20110111	23760.34
20110112	24125.61
20110113	24238.98
20110114	24283.23
20110117	24156.97
20110118	24153.98
20110119	24419.62
20110120	24003.7
20110121	23876.86
20110124	23801.78
20110125	23788.83
20110126	23843.24
20110127	23779.62
20110128	23617.02
20110131	23447.34
20110201	23482.95
20110202	23908.96
20110207	23553.59
20110208	23484.3
20110209	23164.03
20110210	22708.62
20110211	22828.92
20110214	23121.06
20110215	22899.78
20110216	23156.97
20110217	23301.84
20110218	23595.24
20110221	23485.42
20110222	22990.81
20110223	22906.9
20110224	22601.04
20110225	23012.37
20110228	23338.02
20110301	23396.42
20110302	23048.66
20110303	23122.42
20110304	23408.86
20110307	23313.19
20110308	23711.7
20110309	23810.11
20110310	23614.89
20110311	23249.78
20110314	23345.88
20110315	22678.25
20110316	22700.88
20110317	22284.43
20110318	22300.23
20110321	22685.22
20110322	22857.9
20110323	22825.4
20110324	22915.28
20110325	23158.67
20110328	23068.19
20110329	23060.36
20110330	23451.43
20110331	23527.52
20110401	23801.9
20110404	24150.58
20110405	24150.58
20110406	24285.05
20110407	24281.8
20110408	24396.07
20110411	24303.07
20110412	23976.37
20110413	24135.03
20110414	24014
20110415	24008.07
20110418	23830.31
20110419	23520.62
20110420	23896.1
20110421	24138.31
20110425	24138.31
20110426	24007.38
20110427	23892.84
20110428	23805.63
20110429	23720.81
20110502	23720.81
20110503	23633.25
20110504	23315.24
20110505	23261.61
20110506	23159.14
20110509	23336
20110511	23291.8
20110512	23073.76
20110513	23276.27
20110516	22960.63
20110517	22901.08
20110518	23011.14
20110519	23163.38
20110520	23199.39
20110523	22711.02
20110524	22730.78
20110525	22747.28
20110526	22900.79
20110527	23118.07
20110530	23184.32
20110531	23684.13
20110601	23626.43
20110602	23253.84
20110603	22949.56
20110607	22868.67
20110608	22661.63
20110609	22609.83
20110610	22420.37
20110613	22508.08
20110614	22496
20110615	22343.77
20110616	21953.11
20110617	21695.26
20110620	21599.51
20110621	21850.59
20110622	21859.97
20110623	21759.14
20110624	22171.95
20110627	22041.77
20110628	22061.78
20110629	22061.18
20110630	22398.1
20110704	22770.47
20110705	22747.95
20110706	22517.55
20110707	22530.18
20110708	22726.43
20110711	22347.23
20110712	21663.16
20110713	21926.88
20110714	21940.2
20110715	21875.38
20110718	21804.75
20110719	21902.4
20110720	22003.69
20110721	21987.29
20110722	22444.8
20110725	22293.29
20110726	22572.08
20110727	22541.69
20110728	22570.74
20110729	22440.25
20110801	22663.37
20110802	22421.46
20110803	21992.72
20110804	21884.74
20110805	20946.14
20110808	20490.57
20110809	19330.7
20110810	19783.67
20110811	19595.14
20110812	19620.01
20110815	20260.1
20110816	20212.08
20110817	20289.03
20110818	20016.27
20110819	19399.92
20110822	19486.87
20110823	19875.53
20110824	19466.79
20110825	19752.48
20110826	19582.88
20110829	19865.11
20110830	20204.17
20110831	20534.85
20110901	20585.33
20110902	20212.91
20110905	19616.4
20110906	19710.5
20110907	20048
20110908	19912.82
20110909	19866.63
20110912	19030.54
20110914	19045.44
20110915	19181.5
20110916	19455.31
20110919	18917.95
20110920	19014.8
20110921	18824.17
20110922	17911.95
20110923	17668.83
20110926	17407.8
20110927	18130.55
20110928	18011.06
20110929	18011.06
20110930	17592.41
20111003	16822.15
20111004	16250.27
20111006	17172.28
20111007	17707.01
20111010	17711.06
20111011	18141.59
20111012	18329.46
20111013	18757.81
20111014	18501.79
20111017	18873.99
20111018	18076.46
20111019	18309.22
20111020	17983.1
20111021	18025.72
20111024	18771.82
20111025	18968.2
20111026	19066.54
20111027	19688.7
20111028	20019.24
20111031	19864.87
20111101	19369.96
20111102	19733.71
20111103	19242.5
20111104	19842.79
20111107	19677.89
20111108	19678.47
20111109	20014.43
20111110	18963.89
20111111	19137.17
20111114	19508.18
20111115	19348.44
20111116	18960.9
20111117	18817.47
20111118	18491.23
20111121	18225.85
20111122	18251.59
20111123	17864.43
20111124	17935.1
20111125	17689.48
20111128	18037.81
20111129	18256.2
20111130	17989.35
20111201	19002.26
20111202	19040.39
20111205	19179.69
20111206	18942.23
20111207	19240.58
20111208	19107.81
20111209	18586.23
20111212	18575.66
20111213	18447.17
20111214	18354.43
20111215	18026.84
20111216	18285.39
20111219	18070.21
20111220	18080.2
20111221	18416.45
20111222	18378.23
20111223	18629.17
20111227	18629.17
20111228	18518.67
20111229	18397.92
20111230	18434.39
20120103	18877.41
20120104	18727.31
20120105	18813.41
20120106	18593.06
20120109	18865.72
20120110	19004.28
20120111	19151.94
20120112	19095.38
20120113	19204.42
20120116	19012.2
20120117	19627.75
20120118	19686.92
20120119	19942.95
20120120	20110.37
20120123	20110.37
20120126	20439.14
20120127	20501.67
20120130	20160.41
20120131	20390.49
20120201	20333.37
20120202	20739.45
20120203	20756.98
20120206	20709.94
20120207	20699.19
20120208	21018.46
20120209	21010.01
20120210	20783.86
20120213	20887.4
20120214	20917.83
20120215	21365.23
20120216	21277.28
20120217	21491.62
20120220	21424.79
20120221	21478.72
20120222	21549.28
20120223	21380.99
20120224	21406.86
20120227	21217.86
20120228	21568.73
20120229	21680.08
20120301	21387.96
20120302	21562.26
20120305	21265.31
20120306	20806.25
20120307	20627.78
20120308	20900.73
20120309	21086
20120312	21134.18
20120313	21339.7
20120314	21307.89
20120315	21353.53
20120316	21317.85
20120319	21115.29
20120320	20888.24
20120321	20856.63
20120322	20901.56
20120323	20668.8
20120326	20668.86
20120327	21046.91
20120328	20885.42
20120329	20609.39
20120330	20555.58
20120402	20522.26
20120403	20790.98
20120405	20593
20120410	20356.24
20120411	20140.67
20120412	20327.32
20120413	20701.04
20120416	20610.64
20120417	20562.31
20120418	20780.73
20120419	20995.01
20120420	21010.64
20120423	20624.39
20120424	20677.16
20120425	20646.29
20120426	20809.71
20120427	20741.45
20120430	21094.21
20120502	21309.08
20120503	21249.53
20120504	21086
20120507	20536.65
20120508	20484.75
20120509	20330.64
20120510	20227.28
20120511	19964.63
20120514	19735.04
20120515	19894.31
20120516	19259.83
20120517	19200.93
20120518	18951.85
20120521	18922.32
20120522	19039.15
20120523	18786.19
20120524	18666.4
20120525	18713.41
20120528	18800.99
20120529	19055.46
20120530	18690.22
20120531	18629.52
20120601	18558.34
20120604	18185.59
20120605	18259.03
20120606	18520.53
20120607	18678.29
20120608	18502.34
20120611	18953.63
20120612	18872.56
20120613	19026.52
20120614	18808.4
20120615	19233.94
20120618	19427.81
20120619	19416.67
20120620	19518.85
20120621	19265.07
